,municipio,latitud,longitud,nombre local,categoría,dirección,distancia (m)
184,Fuenlabrada,40.282476,-3.7923422,Cafeteria Yoli,Café,"Calle Constitucion, 48, 28944 Fuenlabrada Comunidad de Madrid",565
185,Fuenlabrada,40.282476,-3.7923422,Eboli,Café,"Calle de la Noria, 1, 28943 Fuenlabrada Comunidad de Madrid",589
186,Fuenlabrada,40.282476,-3.7923422,Cafetería el Castor,Café,"Calle Leganes, 42, 28945 Fuenlabrada Comunidad de Madrid",595
187,Fuenlabrada,40.282476,-3.7923422,Dublin,Café,"Calle Lope de Vega, 13, 46910  Valencia",890
188,Fuenlabrada,40.282476,-3.7923422,El Café de Laura,Café,"Avenida de España, 24, 28941 Fuenlabrada Comunidad de Madrid",1220
189,Fuenlabrada,40.282476,-3.7923422,Anti Studio,Recording Studio,"Calle de Sevilla, 6, 28941 Fuenlabrada Comunidad de Madrid",1118
190,Fuenlabrada,40.282476,-3.7923422,Talento Sin Fronteras,Recording Studio,"Avenida Hispanidad, 16, 28945 Fuenlabrada Madrid",1248
191,Fuenlabrada,40.282476,-3.7923422,Carabina 30 30,Recording Studio,"Calle de las Artes, 11, 28905 Getafe Madrid",3075
192,Fuenlabrada,40.282476,-3.7923422,Flexiguia,Recording Studio,"Plaza Tagore, 2, 28905 Getafe Madrid",4470
193,Fuente el Saz de Jarama,40.6312151,-3.5125918,Scramble - Sound,Recording Studio,"Calle Jose Maria Peman, 30, 28110 Algete Comunidad de Madrid",3471
194,Fuentidueña de Tajo,40.1185446,-3.160254,El Rincón de Tomás,Bar,"Avenida de Elena Soriano, 30, 28597 Fuentidueña de Tajo Comunidad de Madrid",140
195,Galapagar,40.5774992,-4.0037748,El quiosco del Bulevar,Café,"Calle Rosario Manzaneque Nº 1 (Rosario Manzaneque 1), 28250 Torrelodones Comunidad de Madrid",3998
